Year,Month,Date,Description,Category,Amount,Type,Bank,Card
2024,September,09/25/2024,Payment Thank You - Web,,227.09,Credit,Chase,Prime
2024,September,09/24/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,September,09/21/2024,AMAZON MKTPL*6845K6R23,,-17.99,Credit,Chase,Prime
2024,September,09/19/2024,AMAZON MKTPL*5L2IJ82I3,,-7.89,Credit,Chase,Prime
2024,September,09/19/2024,AMAZON MKTPL*ZD1G29JB3,,-9.67,Credit,Chase,Prime
2024,September,09/13/2024,AMAZON MKTPL*8U2UL3173,,-44.47,Credit,Chase,Prime
2024,September,09/13/2024,AMAZON MKTPL*9B7U70RZ3,,-38.99,Credit,Chase,Prime
2024,September,09/14/2024,AMAZON MKTPL*EZ7OT8YD3,,-53.73,Credit,Chase,Prime
2024,September,09/11/2024,AMAZON MKTPL*Z88HQ9FS1,,-9.99,Credit,Chase,Prime
2024,September,09/11/2024,AMAZON MKTPL*C99U27NJ3,,-9.99,Credit,Chase,Prime
2024,September,09/11/2024,AMAZON MKTPL*Z88JS7LZ1,,-20.38,Credit,Chase,Prime
2024,September,09/11/2024,AMAZON MKTPL*CS9U39YX3,,-4.00,Credit,Chase,Prime
2024,September,09/11/2024,Payment Thank You - Web,,955.44,Credit,Chase,Prime
2024,September,09/09/2024,AMAZON MKTPL*ZT7E79W00,,-209.00,Credit,Chase,Prime
2024,September,09/05/2024,FAIRYLOOT US,,34.90,Credit,Chase,Prime
2024,September,09/05/2024,AMAZON MKTPLACE PMTS,,20.99,Credit,Chase,Prime
2024,September,09/05/2024,FAIRYLOOT US,,-34.90,Credit,Chase,Prime
2024,September,09/04/2024,AMAZON MKTPL*ZT6LV6QI2,,-89.01,Credit,Chase,Prime
2024,September,09/04/2024,AMAZON MKTPL*ZT5KB63U1,,-221.44,Credit,Chase,Prime
2024,June,06/24/2024,CRICUT,,9.99,Credit,Chase,Prime
2024,August,08/31/2024,AMAZON MKTPL*ZT0OP2CK2,,-24.03,Credit,Chase,Prime
2024,August,08/29/2024,AMAZON MKTPL*RK2YD5QT2,,-89.39,Credit,Chase,Prime
2024,August,08/27/2024,AMAZON MKTPL*R40QX2U00,,-14.95,Credit,Chase,Prime
2024,August,08/26/2024,Amazon Prime*R46SQ7271,,-6.99,Credit,Chase,Prime
2024,August,08/26/2024,AMAZON MKTPL*R47RQ4DV1,,-6.29,Credit,Chase,Prime
2024,August,08/26/2024,AMZN Mktp US*R46LX8DY1,,-199.98,Credit,Chase,Prime
2024,August,08/25/2024,Amazon.com*R425R7HP0,,-10.00,Credit,Chase,Prime
2024,August,08/26/2024,AMAZON MKTPL*R48A99QX0,,-56.93,Credit,Chase,Prime
2024,August,08/24/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,August,08/21/2024,Payment Thank You - Web,,80.58,Credit,Chase,Prime
2024,August,08/14/2024,AMAZON MKTPL*RU3UL9F30,,-48.42,Credit,Chase,Prime
2024,July,07/24/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,July,07/19/2024,AMAZON MKTPL*RS3I829T2,,-59.80,Credit,Chase,Prime
2024,July,07/19/2024,Amazon.com*RS8PD0972,,-10.79,Credit,Chase,Prime
2024,July,07/13/2024,Payment Thank You - Web,,200.95,Credit,Chase,Prime
2024,July,07/09/2024,AMAZON MKTPL*RY7EM6CH1,,-38.98,Credit,Chase,Prime
2024,July,07/05/2024,FAIRYLOOT US,,34.90,Credit,Chase,Prime
2024,July,07/05/2024,FAIRYLOOT US,,-34.90,Credit,Chase,Prime
2024,July,07/02/2024,COSTCO *ANNUAL RENEWAL,,-120.00,Credit,Chase,Prime
2024,July,07/02/2024,AMAZON MKTPL*R71TZ6PO0,,-31.98,Credit,Chase,Prime
2024,June,06/25/2024,Payment Thank You-Mobile,,9.99,Credit,Chase,Prime
2024,June,06/24/2024,CRICUT,,-9.99,Credit,Chase,Prime
2024,June,06/24/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,June,06/19/2024,Payment Thank You - Web,,785.82,Credit,Chase,Prime
2024,June,06/06/2024,FAIRYLOOT US,,-38.00,Credit,Chase,Prime
2024,June,06/04/2024,AMZN Mktp US*8F6575VL3,,-26.39,Credit,Chase,Prime
2024,June,06/01/2024,MUD BAY BEAVERTON TOWN SQ,,-60.99,Credit,Chase,Prime
2024,June,06/02/2024,FRED-MEYER #0035,,-18.90,Credit,Chase,Prime
2024,June,06/01/2024,ASIAN FOOD CENTER,,-11.56,Credit,Chase,Prime
2024,June,06/01/2024,COSTCO WHSE #0009,,24.99,Credit,Chase,Prime
2024,May,05/29/2024,CHIPOTLE 0512,,-10.05,Credit,Chase,Prime
2024,May,05/27/2024,SAFEWAY #1073,,-3.28,Credit,Chase,Prime
2024,May,05/26/2024,Amazon Prime*J38KR8OU3,,-6.99,Credit,Chase,Prime
2024,May,05/24/2024,CRICUT,,-9.99,Credit,Chase,Prime
2024,May,05/25/2024,HMART - PORTLAND,,-54.16,Credit,Chase,Prime
2024,May,05/24/2024,JACK IN THE BOX 7118,,-9.99,Credit,Chase,Prime
2024,May,05/24/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,May,05/21/2024,AMZN Mktp US*1N2YZ3D13,,-11.86,Credit,Chase,Prime
2024,May,05/21/2024,AMZN Mktp US*Q39147UW3,,-65.84,Credit,Chase,Prime
2024,May,05/19/2024,AUTOMATIC PAYMENT - THANK,,1352.69,Credit,Chase,Prime
2024,May,05/17/2024,TJMAXX #0343,,-57.99,Credit,Chase,Prime
2024,May,05/17/2024,CRAFT WAREHOUSE 14,,-16.96,Credit,Chase,Prime
2024,May,05/16/2024,Amazon.com*CL12J3NB3,,-3.99,Credit,Chase,Prime
2024,May,05/16/2024,AMZN Mktp US*EU2MT4U03,,-34.96,Credit,Chase,Prime
2024,May,05/11/2024,OUTBACK 3811,,-90.80,Credit,Chase,Prime
2024,May,05/05/2024,SAFEWAY #3557,,-6.81,Credit,Chase,Prime
2024,May,05/05/2024,Amazon.com,,20.98,Credit,Chase,Prime
2024,May,05/04/2024,NEXT LEVEL PINBALL SHOP,,-44.00,Credit,Chase,Prime
2024,May,05/05/2024,SPO*AMELIA'SRUSTICMEXICAN,,-47.77,Credit,Chase,Prime
2024,May,05/05/2024,FAIRYLOOT US,,-34.90,Credit,Chase,Prime
2024,May,05/05/2024,Amazon.com*SZ9AL4PY3,,-18.98,Credit,Chase,Prime
2024,May,05/01/2024,AMZN Mktp US*DR5A06MO3,,-21.55,Credit,Chase,Prime
2024,May,05/01/2024,AMZN Mktp US*G673W1GI3,,-24.99,Credit,Chase,Prime
2024,April,04/26/2024,Amazon Prime*199HD40Z3,,-6.99,Credit,Chase,Prime
2024,April,04/25/2024,McDonalds 2160,,-12.16,Credit,Chase,Prime
2024,April,04/25/2024,AMZN Mktp US*9Y22D5023,,-18.00,Credit,Chase,Prime
2024,April,04/25/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,April,04/24/2024,CRICUT,,-9.99,Credit,Chase,Prime
2024,April,04/24/2024,AMZN Mktp US*FB8I51VW3,,-11.99,Credit,Chase,Prime
2024,April,04/21/2024,Amazon.com*2J00H23M3,,-22.99,Credit,Chase,Prime
2024,April,04/20/2024,LS RETRO GAME TRADER,,-15.00,Credit,Chase,Prime
2024,April,04/20/2024,LS RETRO GAME TRADER,,-103.00,Credit,Chase,Prime
2024,April,04/19/2024,FRED-MEYER #0035,,-1.08,Credit,Chase,Prime
2024,April,04/19/2024,TRADER JOE S #141,,-28.43,Credit,Chase,Prime
2024,April,04/19/2024,UWAJIMAYA,,-35.00,Credit,Chase,Prime
2024,April,04/19/2024,TST* KIZUKI RAMEN &amp; IZAKA,,-44.50,Credit,Chase,Prime
2024,April,04/19/2024,AUTOMATIC PAYMENT - THANK,,1544.09,Credit,Chase,Prime
2024,April,04/15/2024,TST* SCREEN DOOR RESTAURA,,-102.00,Credit,Chase,Prime
2024,April,04/15/2024,PORTLAND JAPANESE GARD,,-43.90,Credit,Chase,Prime
2024,April,04/15/2024,LS PORTLAND JAPANESE,,-18.00,Credit,Chase,Prime
2024,April,04/14/2024,AMZN Mktp US*PK77V5IX3,,-11.59,Credit,Chase,Prime
2024,April,04/12/2024,MUD BAY SELLWOOD,,-60.99,Credit,Chase,Prime
2024,April,04/13/2024,CRAFT WAREHOUSE 14,,-19.99,Credit,Chase,Prime
2024,April,04/12/2024,SQ *FAT SCHLAGS  LLC,,-6.50,Credit,Chase,Prime
2024,April,04/13/2024,FRED-MEYER #0035,,-0.99,Credit,Chase,Prime
2024,April,04/12/2024,SQ *NOMAD LEATHER,,-55.00,Credit,Chase,Prime
2024,April,04/12/2024,NECTAR FROZEN YOG LOUNGE,,-8.84,Credit,Chase,Prime
2024,April,04/13/2024,LOWES #01108*,,-18.86,Credit,Chase,Prime
2024,April,04/12/2024,AFTONTICKETS.COM,,-40.00,Credit,Chase,Prime
2024,April,04/10/2024,MCDONALD'S F2160,,-5.75,Credit,Chase,Prime
2024,April,04/10/2024,MCDONALD'S F2160,,-1.49,Credit,Chase,Prime
2024,April,04/10/2024,AMZN Mktp US*H58JQ6MU3,,-14.75,Credit,Chase,Prime
2024,April,04/07/2024,SAFEWAY #1525,,-21.46,Credit,Chase,Prime
2024,April,04/07/2024,SAFEWAY #1073,,-7.88,Credit,Chase,Prime
2024,April,04/07/2024,PAXTON GATE PDX,,-5.00,Credit,Chase,Prime
2024,April,04/06/2024,PAPERSOURCE -4240,,-17.45,Credit,Chase,Prime
2024,April,04/04/2024,SAFEWAY #1525,,-26.63,Credit,Chase,Prime
2024,April,04/05/2024,PELICAN BREWING  - CANNON,,-76.57,Credit,Chase,Prime
2024,April,04/06/2024,SP THE MEADOW - SALT,,-37.00,Credit,Chase,Prime
2024,April,04/06/2024,USPS PO 4006880100,,-12.19,Credit,Chase,Prime
2024,April,04/04/2024,MCDONALD'S F11080,,-4.65,Credit,Chase,Prime
2024,April,04/04/2024,TST* THE KNOCK BACK,,-9.00,Credit,Chase,Prime
2024,April,04/05/2024,FAIRYLOOT US,,-34.90,Credit,Chase,Prime
2024,April,04/02/2024,SQ *URBANITE,,-15.00,Credit,Chase,Prime
2024,April,04/02/2024,SQ *SALT&amp;PEPPER PERUMEX L,,-107.80,Credit,Chase,Prime
2024,March,03/31/2024,SAFEWAY #1073,,-6.43,Credit,Chase,Prime
2024,March,03/31/2024,SAFEWAY #1073,,-30.37,Credit,Chase,Prime
2024,March,03/31/2024,AMZN Mktp US*RA4YN6XA1,,-25.63,Credit,Chase,Prime
2024,March,03/30/2024,TEA &amp; TEA INC,,-14.00,Credit,Chase,Prime
2024,March,03/30/2024,CHIPOTLE 0512,,-19.60,Credit,Chase,Prime
2024,March,03/28/2024,MCDONALD'S F2160,,-5.85,Credit,Chase,Prime
2024,March,03/28/2024,AMZN Mktp US*RH4E39YX1,,-12.48,Credit,Chase,Prime
2024,March,03/28/2024,NEW SEASONS MARKET,,-1.84,Credit,Chase,Prime
2024,March,03/28/2024,MCDONALD'S F2160,,-1.49,Credit,Chase,Prime
2024,March,03/28/2024,AMZN Mktp US*RA0DW56K2,,-53.98,Credit,Chase,Prime
2024,March,03/26/2024,Amazon Prime*RH7CY9SG1,,-6.99,Credit,Chase,Prime
2024,March,03/23/2024,TST* BUBBLE N TEA LLC,,-6.00,Credit,Chase,Prime
2024,March,03/24/2024,CRICUT,,-9.99,Credit,Chase,Prime
2024,March,03/25/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,March,03/21/2024,PHO VAN BEAVERTON TOWN SQ,,-59.85,Credit,Chase,Prime
2024,March,03/22/2024,OSU GRADUATE SCHOOL,,-75.00,Credit,Chase,Prime
2024,March,03/19/2024,AUTOMATIC PAYMENT - THANK,,1269.96,Credit,Chase,Prime
2024,March,03/17/2024,FRED MEYER 0035,,-37.18,Credit,Chase,Prime
2024,March,03/15/2024,adidas 6536 Portland,,-440.00,Credit,Chase,Prime
2024,March,03/14/2024,SQ *MAIALE ROSA WOOD FIRE,,-52.80,Credit,Chase,Prime
2024,March,03/12/2024,TST* BUBBLE N TEA LLC,,-6.00,Credit,Chase,Prime
2024,March,03/12/2024,FRED MEYER 0035,,-22.25,Credit,Chase,Prime
2024,March,03/11/2024,McDonalds 2160,,-3.90,Credit,Chase,Prime
2024,March,03/11/2024,USPS PO 4006880100,,-1.27,Credit,Chase,Prime
2024,March,03/10/2024,COSTCO GAS #0009,,-39.16,Credit,Chase,Prime
2024,March,03/10/2024,COSTCO WHSE #0009,,-195.44,Credit,Chase,Prime
2024,March,03/08/2024,Amazon.com*RN4WH8QV2,,-7.89,Credit,Chase,Prime
2024,March,03/10/2024,LOVE'S #0728 OUTSIDE,,-10.00,Credit,Chase,Prime
2024,March,03/08/2024,Amazon.com*RN0BK85P2,,-75.14,Credit,Chase,Prime
2024,March,03/08/2024,AMAZON PRIME PMTS,,5.99,Credit,Chase,Prime
2024,March,03/06/2024,CINDYS HALLMARK 5,,-20.56,Credit,Chase,Prime
2024,March,03/06/2024,CENTURY THEATRES 483,,-7.60,Credit,Chase,Prime
2024,March,03/08/2024,AMAZON PRIME*RN2TZ8CC1,,-5.99,Credit,Chase,Prime
2024,March,03/06/2024,KRISPY KREME #1118,,-11.20,Credit,Chase,Prime
2024,March,03/06/2024,OSWEGO GRILL BEAVERTON,,-94.04,Credit,Chase,Prime
2024,March,03/06/2024,CNK*CINEMARK.COM 483,,-24.28,Credit,Chase,Prime
2024,March,03/07/2024,FAIRYLOOT US,,-34.90,Credit,Chase,Prime
2024,March,03/04/2024,SAFEWAY #1073,,-40.91,Credit,Chase,Prime
2024,March,03/03/2024,MCDONALD'S F2160,,-5.00,Credit,Chase,Prime
2024,March,03/03/2024,MCDONALD'S F2160,,-4.19,Credit,Chase,Prime
2024,March,03/01/2024,SAFEWAY #1525,,-19.14,Credit,Chase,Prime
2024,March,03/02/2024,DOLLAR TREE,,-20.00,Credit,Chase,Prime
2024,March,03/01/2024,AMZN Mktp US*RZ39B35V2,,-13.74,Credit,Chase,Prime
2024,March,03/01/2024,DOLLAR TREE,,-13.75,Credit,Chase,Prime
2024,March,03/01/2024,HANDELS HOMEMADE PORTLAN,,-13.70,Credit,Chase,Prime
2024,February,02/28/2024,FAIRYLOOT US,,-37.90,Credit,Chase,Prime
2024,February,02/27/2024,EL CAMPESINO PDX LLC,,-7.71,Credit,Chase,Prime
2024,February,02/27/2024,SQ *SALT&amp;PEPPER PERUMEX L,,-54.05,Credit,Chase,Prime
2024,February,02/26/2024,Amazon Prime*RW0US6IV2,,-6.99,Credit,Chase,Prime
2024,February,02/25/2024,Amazon.com*RW2MS12A2,,-20.98,Credit,Chase,Prime
2024,February,02/24/2024,SAFEWAY #1073,,-24.66,Credit,Chase,Prime
2024,February,02/22/2024,SAFEWAY #1073,,-16.53,Credit,Chase,Prime
2024,February,02/24/2024,CRICUT,,-9.99,Credit,Chase,Prime
2024,February,02/22/2024,TST* TOMS PANCAKE HOUSE,,-23.59,Credit,Chase,Prime
2024,February,02/24/2024,AMZN Mktp US*RW0X68Q72,,-27.99,Credit,Chase,Prime
2024,February,02/25/2024,AMZN Mktp US*RW28O3LW1,,-25.99,Credit,Chase,Prime
2024,February,02/25/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,February,02/25/2024,AMZN Mktp US*RZ40Q0000,,-19.79,Credit,Chase,Prime
2024,February,02/22/2024,FAIRYLOOT US,,-37.90,Credit,Chase,Prime
2024,February,02/20/2024,KFC C748019,,-30.99,Credit,Chase,Prime
2024,February,02/18/2024,SAFEWAY #1073,,-16.26,Credit,Chase,Prime
2024,February,02/19/2024,AUTOMATIC PAYMENT - THANK,,311.61,Credit,Chase,Prime
2024,February,02/18/2024,CARLS JR RESTAURANTS 8992,,-3.99,Credit,Chase,Prime
2024,February,02/18/2024,Amazon.com*RI9QJ5J21,,-6.65,Credit,Chase,Prime
2024,February,02/18/2024,STEAMGAMES.COM 4259522985,,-9.99,Credit,Chase,Prime
2024,February,02/15/2024,MUD BAY BEAVERTON TOWN SQ,,-61.99,Credit,Chase,Prime
2024,February,02/15/2024,ASIAN FOOD CENTER,,-18.47,Credit,Chase,Prime
2024,February,02/15/2024,FRED MEYER 0035,,-5.69,Credit,Chase,Prime
2024,February,02/15/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,February,02/15/2024,UWAJIMAYA,,-4.38,Credit,Chase,Prime
2024,February,02/16/2024,ETSY  INC.,,-10.94,Credit,Chase,Prime
2024,February,02/14/2024,COSTCO GAS #0009,,-38.23,Credit,Chase,Prime
2024,February,02/13/2024,SAFEWAY #1073,,-28.34,Credit,Chase,Prime
2024,February,02/13/2024,SAFEWAY #1073,,-2.00,Credit,Chase,Prime
2024,February,02/13/2024,AMZN Mktp US*RB19L98O1,,-13.99,Credit,Chase,Prime
2024,February,02/12/2024,COSTCO WHSE #0009,,-36.75,Credit,Chase,Prime
2024,February,02/12/2024,COSTCO WHSE #0009,,-13.89,Credit,Chase,Prime
2024,February,02/12/2024,FRED MEYER 0035,,-9.98,Credit,Chase,Prime
2024,February,02/09/2024,TST* DIN TAI FUNG - WASHI,,-71.98,Credit,Chase,Prime
2024,February,02/10/2024,Kindle Unltd*RB1VN1AA1,,-11.99,Credit,Chase,Prime
2024,February,02/08/2024,GOODWILL OF GRIFFITH PARK,,-2.45,Credit,Chase,Prime
2024,February,02/09/2024,PANDA EXPRESS #694,,-8.90,Credit,Chase,Prime
2024,February,02/08/2024,FEDEX OFFIC59000059022,,-0.76,Credit,Chase,Prime
2024,February,02/08/2024,TJMAXX #0343,,-36.96,Credit,Chase,Prime
2024,February,02/08/2024,NEW SEASONS MARKET,,-5.98,Credit,Chase,Prime
2024,February,02/08/2024,Amazon.com*RB9DF01X2,,-5.54,Credit,Chase,Prime
2024,February,02/07/2024,ETSY  INC.,,-33.44,Credit,Chase,Prime
2024,February,02/06/2024,AMZN Mktp US*RB9RI11Y0,,-8.99,Credit,Chase,Prime
2024,February,02/04/2024,Oregon Symphony,,-110.00,Credit,Chase,Prime
2024,February,02/03/2024,ASIAN FOOD CENTER,,-18.23,Credit,Chase,Prime
2024,February,02/05/2024,FAIRYLOOT US,,-34.90,Credit,Chase,Prime
2024,February,02/03/2024,COSTCO WHSE #0009,,-96.76,Credit,Chase,Prime
2024,February,02/02/2024,SAFEWAY #1073,,-45.11,Credit,Chase,Prime
2024,February,02/01/2024,BARNES &amp; NOBLE #3413,,22.00,Credit,Chase,Prime
2024,February,02/01/2024,MI LINDA PUEBLA,,-14.32,Credit,Chase,Prime
2024,February,02/01/2024,SQ *PIP'S ORIGINAL DOUGHN,,-18.34,Credit,Chase,Prime
2024,January,01/31/2024,MULTNOMAH FALLS,,25.99,Credit,Chase,Prime
2024,January,01/31/2024,MULTNOMAH FALLS,,-25.99,Credit,Chase,Prime
2024,January,01/31/2024,CARVER CAFE INC.,,-42.45,Credit,Chase,Prime
2024,January,01/30/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/29/2024,PANDA EXPRESS #694,,-14.60,Credit,Chase,Prime
2024,January,01/29/2024,PANDA EXPRESS #694,,-10.40,Credit,Chase,Prime
2024,January,01/28/2024,SQ *UR MEDITERRANEAN REST,,-15.00,Credit,Chase,Prime
2024,January,01/26/2024,TST* TOMS PANCAKE HOUSE,,-40.78,Credit,Chase,Prime
2024,January,01/25/2024,THE HOME DEPOT 4018,,-14.41,Credit,Chase,Prime
2024,January,01/26/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/26/2024,Amazon Prime*R01VT5WJ0,,-6.99,Credit,Chase,Prime
2024,January,01/25/2024,BARNES&amp;NOBLE PAPERSOURCE,,-44.00,Credit,Chase,Prime
2024,January,01/24/2024,Amazon.com*R87TA5UK1,,-24.99,Credit,Chase,Prime
2024,January,01/25/2024,DD *DOORDASHDASHPASS,,-9.99,Credit,Chase,Prime
2024,January,01/25/2024,AMZN Mktp US*R81NB8YF1,,-29.77,Credit,Chase,Prime
2024,January,01/24/2024,CRICUT,,-9.99,Credit,Chase,Prime
2024,January,01/22/2024,ROSS STORES #1038,,-19.99,Credit,Chase,Prime
2024,January,01/23/2024,AMZN Mktp US*R86LF4IN2,,-11.55,Credit,Chase,Prime
2024,January,01/22/2024,MCDONALD'S F2160,,-2.40,Credit,Chase,Prime
2024,January,01/22/2024,MCDONALD'S F2160,,-3.90,Credit,Chase,Prime
2024,January,01/21/2024,SAFEWAY #1073,,-62.00,Credit,Chase,Prime
2024,January,01/23/2024,Amazon.com*R01MK3M20,,-49.00,Credit,Chase,Prime
2024,January,01/21/2024,FRED MEYER 0035,,-10.97,Credit,Chase,Prime
2024,January,01/18/2024,FAIRYLOOT US,,-37.90,Credit,Chase,Prime
2024,January,01/15/2024,SAFEWAY #1073,,-73.93,Credit,Chase,Prime
2024,January,01/15/2024,TRADER JOE S #141,,-26.18,Credit,Chase,Prime
2024,January,01/15/2024,COSTCO GAS #0009,,-27.26,Credit,Chase,Prime
2024,January,01/15/2024,BATTERIES PLUS #0212,,-14.94,Credit,Chase,Prime
2024,January,01/12/2024,GOODWILL OF GRIFFITH PARK,,-12.96,Credit,Chase,Prime
2024,January,01/12/2024,TST* TOMS PANCAKE HOUSE,,-29.81,Credit,Chase,Prime
2024,January,01/10/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/10/2024,Kindle Unltd*RT7TY34N2,,-11.99,Credit,Chase,Prime
2024,January,01/09/2024,TRADER JOE S #141,,-3.79,Credit,Chase,Prime
2024,January,01/09/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/08/2024,MERCARI888-325-2168,,-30.50,Credit,Chase,Prime
2024,January,01/07/2024,SQ *BINARYBREWING.CO,,-14.00,Credit,Chase,Prime
2024,January,01/04/2024,MUD BAY BEAVERTON TOWN SQ,,-61.99,Credit,Chase,Prime
2024,January,01/04/2024,HONEYBAKED HAM CO. 2600-P,,-3.00,Credit,Chase,Prime
2024,January,01/06/2024,Payment Thank You-Mobile,,2362.83,Credit,Chase,Prime
2024,January,01/04/2024,FEDEX OFFIC59000059022,,-0.19,Credit,Chase,Prime
2024,January,01/04/2024,UWAJIMAYA,,-24.49,Credit,Chase,Prime
2024,January,01/04/2024,WL *Steam Purchase,,-7.49,Credit,Chase,Prime
2024,January,01/01/2024,CARLS JR RESTAURANTS 8992,,-12.98,Credit,Chase,Prime
2023,December,12/31/2023,SQ *SALT &amp; STRAW,,-14.55,Credit,Chase,Prime
2023,December,12/28/2023,USPS PO 4006880100,,-15.75,Credit,Chase,Prime
2023,December,12/28/2023,RED ROBIN NO 41,,-46.56,Credit,Chase,Prime
